


3.044034,-0.519229
3.011771,-0.563322
1.504974,-1.195465
1.495899,-1.227400



6.733946,-0.026944
3.049921,-0.520399
3.010713,-0.563538
1.502096,-1.194265



6.738940,-0.028462
3.048905,-0.520409
3.021475,-0.565830
1.502530,-1.195325
1.497980,-1.231169



3.051847,-0.521002
3.017499,-0.565331
1.500713,-1.194397



3.053807,-0.521408
3.016485,-0.565315
1.499749,-1.194002



3.058726,-0.522305
3.022357,-0.566552
3.062869,-0.625069
1.501093,-1.195525



6.714932,-0.030141
3.057754,-0.522061
3.022388,-0.566389
3.059975,-0.624244
1.503705,-1.197061
1.495939,-1.230502



6.700937,-0.029110
2.972743,-0.311324
2.949478,-0.356961
3.056786,-0.521783
3.023414,-0.566341
1.496845,-1.191228



2.932328,-0.212250
2.927550,-0.259178
3.050872,-0.520776
3.026380,-0.566803
1.504000,-1.196691
1.497849,-1.231328



2.926611,-0.118271
2.888376,-0.163507
2.910321,-0.211551
3.026185,-0.516824
3.015519,-0.565042
1.499845,-1.193882
1.498376,-1.232261



2.880644,-0.116523
2.893383,-0.163517
2.971775,-0.458915
2.959087,-0.505776
1.501512,-1.194999
1.496926,-1.230876



6.743936,-0.029440
2.883641,-0.116653
2.894380,-0.163601
2.805903,-0.249791
2.795558,-0.294243
1.503085,-1.196234
1.497699,-1.231511



2.537892,-0.023424
2.494194,-0.063423
2.529834,-0.104705
1.502332,-1.195574
1.496184,-1.230204



2.418950,0.015555
2.415888,-0.023295
2.862146,-0.069905
2.851659,-0.115565
1.502291,-1.195627
1.497690,-1.231522



2.396952,0.015179
2.394886,-0.023337
1.499893,-1.193821



2.398952,0.015208
2.390886,-0.023332
1.502249,-1.195679
1.496862,-1.230954



2.022474,0.206613
2.005623,0.172181
2.383404,0.053283
2.366954,0.014722
2.403886,-0.023375
1.502195,-1.195747
1.498355,-1.232287



2.000591,0.204347
2.006601,0.172479
6.718936,-0.029360
1.499935,-1.193769
1.498484,-1.232131



2.000038,0.236740
1.988675,0.202909
2.004619,0.172178
1.734707,0.089222
1.713687,0.032752
1.742991,0.005648
1.499140,-1.193162



1.984153,0.234822
1.969779,0.200925
1.541076,0.077036
1.569087,0.053544
1.501550,-1.194952
1.497748,-1.231451



1.522112,0.075843
1.535122,0.051920
1.502188,-1.195755
1.498346,-1.232298



6.705932,-0.030128
1.501272,-1.195300
1.496638,-1.231226



1.500551,-1.194601
1.495939,-1.230502



1.532523,0.151566
1.503900,0.123953
6.718934,-0.029877
1.499027,-1.193303
1.498340,-1.232306



1.480343,0.193990
1.477320,0.169397
1.486810,0.146397
6.732934,-0.029853
1.501375,-1.195172
1.495982,-1.230450



1.408291,0.300526
1.407069,0.276612
1.424095,0.256443
6.710934,-0.029776
